CountryOrTerritory	ReportingYear	UpdateTime	StationLocalId	SamplingPointLocalId	SamplingPoint_Latitude	SamplingPoint_Longitude	Pollutant	AggregationType	Namespace	Unit	BeginPosition	EndPosition	Validity	Verification	DataCoverage	DataCapture	TimeCoverage	AQValue
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPR740	SPO-BEPR740_05029_100	51.15013609	3.80873543	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	30.95890411	100	30.95890411	0.099
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPR222	SPO-BEPR222_05029_100	50.6134125	5.570222814	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	6.57534247	100	6.57534247	0
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPR222	SPO-BEPR222_05029_100	50.6134125	5.570222814	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	6.57534247	100	6.57534247	0.13625
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPR750	SPO-BEPR750_05029_100	51.19606327	3.822920047	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.60273973	100	32.60273973	1.9
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPAL05	SPO-BEPAL05_05029_100	51.26311772	4.278889822	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	24.93150685	100	24.93150685	0.037
Austria	2015	0001-01-01T00:00:00Z	STA.07.2110	SPO.07.2110.64321.5029.1	47.2626194	11.3923611	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	AT.0008.20.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	100	100	100	0.713419
Austria	2015	0001-01-01T00:00:00Z	STA.04.S431	SPO.04.S431.56501.5029.1	48.30277778	14.28277778	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	AT.0008.20.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	99.7260274	100	99.7260274	0.710247
Austria	2015	0001-01-01T00:00:00Z	STA.04.S406	SPO.04.S406.56500.5029.1	48.165	14.035556	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	AT.0008.20.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	99.7260274	100	99.7260274	0.543953
Austria	2015	0001-01-01T00:00:00Z	STA.04.S184	SPO.04.S184.63897.5029.1	48.30611944	14.29750278	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	AT.0008.20.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	99.7260274	100	99.7260274	0.530239
Austria	2015	0001-01-01T00:00:00Z	STA.03.0902	SPO.03.0902.64601.5029.1	48.385277	16.182222	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	AT.0008.20.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	83.01369863	100	83.01369863	0.726798
Austria	2015	0001-01-01T00:00:00Z	STA.02.WO15	SPO.02.WO15.63939.5029.1	46.835	14.84361111	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	AT.0008.20.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	100	100	100	1.26269
Austria	2015	0001-01-01T00:00:00Z	STA.07.2106	SPO.07.2106.65502.5029.1	47.27129	11.4169445	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	AT.0008.20.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	100	100	100	1.118737
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPGK32	SPO-BEPGK32_05029_100	50.94151541	5.511665536	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	31.78082192	100	31.78082192	1.11
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPN093	SPO-BEPN093_05029_100	50.27447751	5.235168655	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	90.95890411	100	90.95890411	0.054849
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPN093	SPO-BEPN093_05029_100	50.27447751	5.235168655	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	6.57534247	100	6.57534247	0.05
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPN100	SPO-BEPN100_05029_100	50.09568343	4.594762762	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	6.30136986	100	6.30136986	0.06434782
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPN100	SPO-BEPN100_05029_100	50.09568343	4.594762762	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	6.30136986	100	6.30136986	0.06
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPN085	SPO-BEPN085_05029_100	50.30320783	6.001736289	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	90.95890411	100	90.95890411	0.028042
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPN085	SPO-BEPN085_05029_100	50.30320783	6.001736289	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	6.30136986	100	6.30136986	0
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPR511	SPO-BEPR511_05029_100	50.3775921	4.42470045	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	94.24657534	100	94.24657534	0.100116
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPAB02	SPO-BEPAB02_05029_100	51.34077244	4.32183452	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	6.02739726	100	6.02739726	0.2
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPN029	SPO-BEPN029_05029_100	51.01628011	2.582322781	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	100	33.15068493	0.05057024
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPN029	SPO-BEPN029_05029_100	51.01628011	2.582322781	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	100	33.15068493	0.38
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPR802	SPO-BEPR802_05029_100	51.20966253	4.431821047	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	31.78082192	100	31.78082192	0.004
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPNT02	SPO-BEPNT02_05029_100	50.51108808	6.073822712	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	6.57534247	100	6.57534247	0.09
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPR740	SPO-BEPR740_05029_100	51.15013609	3.80873543	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	30.95890411	100	30.95890411	0.005
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPN060	SPO-BEPN060_05029_100	50.6167275	3.457638383	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	6.02739726	100	6.02739726	0.1
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPN060	SPO-BEPN060_05029_100	50.6167275	3.457638383	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	6.02739726	100	6.02739726	0.33
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPR750	SPO-BEPR750_05029_100	51.19606327	3.822920047	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.60273973	100	32.60273973	0.075
Belgium	2015	0001-01-01T00:00:00Z	STA-BEPAL05	SPO-BEPAL05_05029_100	51.26311772	4.278889822	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	BE.CELINE-IRCEL.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	24.93150685	100	24.93150685	0.5
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0073A	SPO-BG0073A_05029_100	42.669797	23.268403	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	31.78082192	31.78082192	100	0
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0073A	SPO-BG0073A_05029_100	42.669797	23.268403	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	31.78082192	31.78082192	100	0
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0073A	SPO-BG0073A_05029_100	42.669797	23.268403	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	31.78082192	31.78082192	100	1.3
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0063A	SPO-BG0063A_05029_100	42.510153	27.468847	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	34.24657534	34.24657534	100	0
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0060A	SPO-BG0060A_05029_100	43.409706	23.223933	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.87671233	32.87671233	100	2.92858333
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0060A	SPO-BG0060A_05029_100	43.409706	23.223933	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.87671233	32.87671233	100	0.58
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0071A	SPO-BG0071A_05029_100	42.659758	27.720956	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	29.04109589	29.04109589	100	0
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0018A	SPO-BG0018A_05029_100	41.636078	25.379683	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	31.78082192	31.78082192	100	0
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0019A	SPO-BG0019A_05029_100	43.4118	24.615006	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.87671233	32.87671233	100	20.3
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0058A	SPO-BG0058A_05029_100	42.001933	23.097822	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	27.12328767	27.12328767	100	0
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0072A	SPO-BG0072A_05029_100	42.152642	24.750764	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	20.54794521	20.54794521	100	14
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0072A	SPO-BG0072A_05029_100	42.152642	24.750764	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	20.54794521	20.54794521	100	0.28
Switzerland	2015	0001-01-01T00:00:00Z	STA-CH0011A	SPO-CH0011A_05029_100	46.0111	8.95717	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	CH.BAFU.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	100	100	100	0.183
Cyprus	2015	0001-01-01T00:00:00Z	STA-CY0005A	SPO-CY0005A_05029_100	34.68166733	33.01777649	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	CY.DLI-MLSI.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	87.39726027	100	87.39726027	1.581
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_ARER	SPO.CZ_ARER0_Cd_507874	50.0304184	14.30951691	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	99.7260274	100	99.7260274	0.143198
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_BBNA	SPO.CZ_BBNA0_Cd_531895	49.18883133	16.62700081	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	99.7260274	100	99.7260274	0.158406
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_PKLS	SPO.CZ_PKLS0_Cd_511332	49.40060806	13.28692341	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	69.04109589	100	69.04109589	0.088921
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_JJIZ	SPO.CZ_JJIZ0_Cd_1315457	49.39244461	15.59127808	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	95.89041096	100	95.89041096	0.138342
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_LTAN	SPO.CZ_LTAN0_Cd_1315018	50.74222183	15.29249954	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	99.7260274	100	99.7260274	3.778067
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_TCER	SPO.CZ_TCER0_Cd_150883	49.77714157	17.54194641	Benzo(a)pyrene in PM10 (aerosol)	1 year hour max	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_CCHU	SPO.CZ_CCHU0_Cd_150942	49.06843567	13.61480141	Benzo(a)pyrene in PM10 (aerosol)	1 year hour min	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_LJIZ	SPO.CZ_LJIZ0_Cd_544462	50.81995392	15.34448528	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_ESVR	SPO.CZ_ESVR0_Cd_150744	49.73508453	16.03419685	Benzo(a)pyrene in PM10 (aerosol)	1 year hour min	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBE034	SPO.DE_DEBE034_PM10_BaP_dataGroup3	52.489451	13.430844	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	98.08213699	99.16891967	98.90410959	0.351815
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBE061	SPO.DE_DEBE061_PM10_BaP_dataGroup3	52.463611	13.31825	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	98.35619178	99.44601108	98.90410959	0.291894
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DESN025	SPO.DE_DESN025_PM10_BaP_dataGroup3	51.344164	12.377163	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.87671233	100	32.87671233	0.23510833
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DENW022	SPO.DE_DENW022_PM10_BaP_dataGroup3	51.533646	7.101786	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	96.7110411	96.7110411	100	0.171274
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DETH072	SPO.DE_DETH072_PM10_BaP_dataGroup3	50.61153	10.693092	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	24.65753425	100	24.65753425	0.25485837
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DETH072	SPO.DE_DETH072_PM10_BaP_dataGroup3	50.61153	10.693092	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	24.65753425	100	24.65753425	0.08742501
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DENW021	SPO.DE_DENW021_PM10_BaP_dataGroup3	51.525963	6.976908	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	47.94520548	100	47.94520548	30.36
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBB092	SPO.DE_DEBB092_PM10_BaP_dataGroup3	52.33468	14.52596	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	43.01369863	100	43.01369863	4.84
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBB092	SPO.DE_DEBB092_PM10_BaP_dataGroup3	52.33468	14.52596	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	43.01369863	100	43.01369863	0.46038216
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEHE037	SPO.DE_DEHE037_PM10_BaP_dataGroup3	50.077191	8.230316	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.42465753	100	33.42465753	1.2070958
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEHE037	SPO.DE_DEHE037_PM10_BaP_dataGroup3	50.077191	8.230316	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.42465753	100	33.42465753	0.12894199
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEHE096	SPO.DE_DEHE096_PM10_BaP_dataGroup3	50.12556	8.656659	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.60273973	100	32.60273973	0.06681171
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW147	SPO.DE_DEBW147_PM10_BaP_dataGroup3	48.48933	9.21079	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	100	33.15068493	0.16879288
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW013	SPO.DE_DEBW013_PM10_BaP_dataGroup3	48.8088	9.229745	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	64.38356164	100	64.38356164	0.00725
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW098	SPO.DE_DEBW098_PM10_BaP_dataGroup3	49.49256	8.47204	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	100	33.15068493	2.29572205
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBY006	SPO.DE_DEBY006_PM10_BaP_dataGroup3	48.364589	10.895029	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	100	100	100	0.25438
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW118	SPO.DE_DEBW118_PM10_BaP_dataGroup2	48.7881	9.19101	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	98.63013699	100	98.63013699	0
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW118	SPO.DE_DEBW118_PM10_BaP_dataGroup2	48.7881	9.19101	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	98.63013699	100	98.63013699	0.42382708
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW107	SPO.DE_DEBW107_PM10_BaP_dataGroup3	48.507703	9.051178	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.60273973	100	32.60273973	0.55359028
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEHE059	SPO.DE_DEHE059_PM10_BaP_dataGroup3	50.550028	9.684854	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.60273973	100	32.60273973	1.27972755
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEHE059	SPO.DE_DEHE059_PM10_BaP_dataGroup3	50.550028	9.684854	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.60273973	100	32.60273973	0.005
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DESN011	SPO.DE_DESN011_PM10_BaP_dataGroup3	50.832461	12.917336	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.87671233	100	32.87671233	2.149
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DENW040	SPO.DE_DENW040_PM10_BaP_dataGroup3	51.385255	6.763001	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	96.7110411	96.7110411	100	0.101727
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DETH036	SPO.DE_DETH036_PM10_BaP_dataGroup3	50.655861	12.205199	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	23.83561644	100	23.83561644	5.33247519
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEHE052	SPO.DE_DEHE052_PM10_BaP_dataGroup3	50.221941	8.446079	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.42465753	100	33.42465753	0.31845082
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEST002	SPO.DE_DEST002_PM10_BaP_dataGroup3	52.268354	11.864763	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.32876712	100	32.32876712	1.43533379
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEST002	SPO.DE_DEST002_PM10_BaP_dataGroup3	52.268354	11.864763	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.32876712	100	32.32876712	0.19839807
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBY032	SPO.DE_DEBY032_PM10_BaP_dataGroup3	50.103135	11.442591	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	100	100	100	0.19789
