CountryOrTerritory	ReportingYear	UpdateTime	StationLocalId	SamplingPointLocalId	SamplingPoint_Latitude	SamplingPoint_Longitude	Pollutant	AggregationType	Namespace	Unit	BeginPosition	EndPosition	Validity	Verification	DataCoverage	DataCapture	TimeCoverage	AQValue
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0024A	SPO-BG0024A_05029_100	42.727489	23.556006	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	38.35616438	38.35616438	100	16.8
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0024A	SPO-BG0024A_05029_100	42.727489	23.556006	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	38.35616438	38.35616438	100	1.612
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0046A	SPO-BG0046A_05029_100	42.578275	23.113975	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	33.15068493	100	1.33603305
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0060A	SPO-BG0060A_05029_100	43.409706	23.223933	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.87671233	32.87671233	100	0
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0071A	SPO-BG0071A_05029_100	42.659758	27.720956	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	29.04109589	29.04109589	100	0.04679245
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0071A	SPO-BG0071A_05029_100	42.659758	27.720956	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	29.04109589	29.04109589	100	0
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0071A	SPO-BG0071A_05029_100	42.659758	27.720956	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	29.04109589	29.04109589	100	1.19
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0070A	SPO-BG0070A_05029_100	42.637192	23.243864	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	25.75342466	25.75342466	100	0.00723404
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0074A	SPO-BG0074A_05029_100	43.202936	27.904428	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	34.52054795	34.52054795	100	5.27
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0019A	SPO-BG0019A_05029_100	43.4118	24.615006	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.87671233	32.87671233	100	2.01708333
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0061A	SPO-BG0061A_05029_100	41.930214	25.55265	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	33.15068493	100	0
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0061A	SPO-BG0061A_05029_100	41.930214	25.55265	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	33.15068493	100	1.84429752
Bulgaria	2015	0001-01-01T00:00:00Z	STA-BG0072A	SPO-BG0072A_05029_100	42.152642	24.750764	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	BG.BG-ExEA.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	20.54794521	20.54794521	100	0
Switzerland	2015	0001-01-01T00:00:00Z	STA-CH0028A	SPO-CH0028A_05029_100	46.522	6.6397	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	CH.BAFU.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	100	100	100	0.103
Switzerland	2015	0001-01-01T00:00:00Z	STA-CH0031A	SPO-CH0031A_05029_100	46.951	7.44087	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	CH.BAFU.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	100	100	100	0.244
Switzerland	2015	0001-01-01T00:00:00Z	STA-CH0003R	SPO-CH0003R_05029_100	47.4798	8.90468	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	CH.BAFU.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	100	100	100	0.264
Cyprus	2015	0001-01-01T00:00:00Z	STA-CY0005A	SPO-CY0005A_05029_100	34.68166733	33.01777649	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	CY.DLI-MLSI.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	87.39726027	100	87.39726027	0.17082445
Cyprus	2015	0001-01-01T00:00:00Z	STA-CY0005A	SPO-CY0005A_05029_100	34.68166733	33.01777649	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	CY.DLI-MLSI.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	87.39726027	100	87.39726027	0.071
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_SSTE	SPO.CZ_SSTE0_Cd_1322773	50.17058563	14.19057178	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	99.7260274	100	99.7260274	0.224223
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_UUKP	SPO.CZ_UUKP0_Cd_513808	50.66478348	14.02669239	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	99.7260274	100	99.7260274	0.104958
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_LSOU	SPO.CZ_LSOU0_Cd_336579	50.78964615	15.31968307	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 percentile	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_LSOU	SPO.CZ_LSOU0_Cd_336579	50.78964615	15.31968307	Benzo(a)pyrene in PM10 (aerosol)	1 year hour min	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_LTAS	SPO.CZ_LTAS0_Cd_1021371	50.73846436	15.30290604	Benzo(a)pyrene in PM10 (aerosol)	1 year hour min	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_LTAS	SPO.CZ_LTAS0_Cd_1021371	50.73846436	15.30290604	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_ULOM	SPO.CZ_ULOM0_Cd_199668	50.58576584	13.67341805	Benzo(a)pyrene in PM10 (aerosol)	1 year hour max	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_ULOM	SPO.CZ_ULOM0_Cd_199668	50.58576584	13.67341805	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_ALIB	SPO.CZ_ALIB0_Cd_151167	50.00730515	14.44593334	Benzo(a)pyrene in PM10 (aerosol)	1 year hour min	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_TBNB	SPO.CZ_TBNB0_Cd_1314299	49.79323196	17.62625313	Benzo(a)pyrene in PM10 (aerosol)	1 year hour max	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_CCHU	SPO.CZ_CCHU0_Cd_150942	49.06843567	13.61480141	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 percentile	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_LJIZ	SPO.CZ_LJIZ0_Cd_544462	50.81995392	15.34448528	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 percentile	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Czech Republic	2015	0001-01-01T00:00:00Z	STA.CZ_TBKR	SPO.CZ_TBKR0_Cd_150911	49.50260925	18.53856087	Benzo(a)pyrene in PM10 (aerosol)	1 year hour min	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2015	1/1/2016	Not valid	Not verified	0	0	0	0
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DERP047	SPO.DE_DERP047_PM10_BaP_dataGroup3	49.783942	6.690488	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	46.84931507	100	46.84931507	0.11
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DERP053	SPO.DE_DERP053_PM10_BaP_dataGroup3	49.351143	8.423005	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	48.49315068	100	48.49315068	0
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DERP053	SPO.DE_DERP053_PM10_BaP_dataGroup3	49.351143	8.423005	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	48.49315068	100	48.49315068	0.28293785
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DESN025	SPO.DE_DESN025_PM10_BaP_dataGroup3	51.344164	12.377163	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.87671233	100	32.87671233	0.112
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DETH072	SPO.DE_DETH072_PM10_BaP_dataGroup3	50.61153	10.693092	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	24.65753425	100	24.65753425	0.00216806
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DENI070	SPO.DE_DENI070_PM10_BaP_dataGroup3	52.15369	10.45591	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	45.48260274	54.43	83.56164384	0.259336
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DENW021	SPO.DE_DENW021_PM10_BaP_dataGroup3	51.525963	6.976908	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	47.94520548	100	47.94520548	0
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DENW021	SPO.DE_DENW021_PM10_BaP_dataGroup3	51.525963	6.976908	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	47.94520548	100	47.94520548	0.58
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DENW021	SPO.DE_DENW021_PM10_BaP_dataGroup3	51.525963	6.976908	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	47.94520548	100	47.94520548	2.48788571
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DETH061	SPO.DE_DETH061_PM10_BaP_dataGroup3	50.791616	11.661233	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	23.83561644	100	23.83561644	0.000695
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DENW038	SPO.DE_DENW038_PM10_BaP_dataGroup2	51.45346	6.865107	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	96.71232877	100	96.71232877	0
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DENW038	SPO.DE_DENW038_PM10_BaP_dataGroup2	51.45346	6.865107	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	96.71232877	100	96.71232877	1.18
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEUB029	SPO.DE_DEUB029_PM10_BaP_dataGroup3	50.654066	10.769534	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	100	100	100	0.06433
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DESH035	SPO.DE_DESH035_PM10_BaP_dataGroup3	53.896117	9.156908	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	16.16591781	16.16591781	100	0.079036
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW022	SPO.DE_DEBW022_PM10_BaP_dataGroup3	48.578178	7.802317	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.42465753	100	33.42465753	0.29994445
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW022	SPO.DE_DEBW022_PM10_BaP_dataGroup3	48.578178	7.802317	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.42465753	100	33.42465753	3.34269108
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW156	SPO.DE_DEBW156_PM10_BaP_dataGroup3	48.22915	8.39062	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	66.84931507	100	66.84931507	9.83517241
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW098	SPO.DE_DEBW098_PM10_BaP_dataGroup3	49.49256	8.47204	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	100	33.15068493	0.08604266
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DERP011	SPO.DE_DERP011_PM10_BaP_dataGroup3	50.009954	8.265563	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	49.5890411	100	49.5890411	1.54
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW013	SPO.DE_DEBW013_PM10_BaP_dataGroup3	48.8088	9.229745	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	64.38356164	100	64.38356164	0.27075
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW112	SPO.DE_DEBW112_PM10_BaP_dataGroup3	48.645608	8.904442	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	64.65753425	100	64.65753425	2.5
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW118	SPO.DE_DEBW118_PM10_BaP_dataGroup2	48.7881	9.19101	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	98.63013699	100	98.63013699	3.55425
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW137	SPO.DE_DEBW137_PM10_BaP_dataGroup3	48.52639	8.97944	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	66.84931507	100	66.84931507	2.36725215
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DESH033	SPO.DE_DESH033_PM10_BaP_dataGroup3	54.309674	10.116563	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	16.71372603	16.71372603	100	0.055746
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBY031	SPO.DE_DEBY031_PM10_BaP_dataGroup3	47.72514	10.306561	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	96.43882192	96.43882192	100	0.355458
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEHE063	SPO.DE_DEHE063_PM10_BaP_dataGroup3	49.643238	8.642	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.60273973	100	32.60273973	0.22141657
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DESN011	SPO.DE_DESN011_PM10_BaP_dataGroup3	50.832461	12.917336	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.87671233	100	32.87671233	0.11
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DESN011	SPO.DE_DESN011_PM10_BaP_dataGroup3	50.832461	12.917336	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.87671233	100	32.87671233	0.29003333
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBB054	SPO.DE_DEBB054_PM10_BaP_dataGroup3	52.393932	13.037474	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	55.61643836	81.52610442	68.21917808	0.355172
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DETH036	SPO.DE_DETH036_PM10_BaP_dataGroup3	50.655861	12.205199	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	23.83561644	100	23.83561644	0.7239409
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DETH036	SPO.DE_DETH036_PM10_BaP_dataGroup3	50.655861	12.205199	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	23.83561644	100	23.83561644	0.00584583
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DENW053	SPO.DE_DENW053_PM10_BaP_dataGroup3	51.019345	6.884636	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	96.7110411	96.7110411	100	0.100707
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DENW207	SPO.DE_DENW207_PM10_BaP_dataGroup3	50.773131	6.095775	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	96.7110411	96.7110411	100	0.108696
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEHE036	SPO.DE_DEHE036_PM10_BaP_dataGroup3	50.123981	8.70025	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.42465753	100	33.42465753	0.01167692
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEHE036	SPO.DE_DEHE036_PM10_BaP_dataGroup3	50.123981	8.70025	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.42465753	100	33.42465753	0.29175298
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEHE052	SPO.DE_DEHE052_PM10_BaP_dataGroup3	50.221941	8.446079	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.42465753	100	33.42465753	0.005
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEHE049	SPO.DE_DEHE049_PM10_BaP_dataGroup3	51.312076	9.49112	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	100	33.15068493	0.01126312
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEST002	SPO.DE_DEST002_PM10_BaP_dataGroup3	52.268354	11.864763	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	32.32876712	100	32.32876712	0.09042986
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW157	SPO.DE_DEBW157_PM10_BaP_dataGroup3	48.67271	9.378665	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.42465753	100	33.42465753	0.00840893
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW157	SPO.DE_DEBW157_PM10_BaP_dataGroup3	48.67271	9.378665	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.42465753	100	33.42465753	7.57250515
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DENW074	SPO.DE_DENW074_PM10_BaP_dataGroup3	50.883475	6.469363	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Valid	Verified	96.7110411	96.7110411	100	0.100395
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW125	SPO.DE_DEBW125_PM10_BaP_dataGroup3	49.00371	8.52628	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	34.79452055	100	34.79452055	7.42
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW080	SPO.DE_DEBW080_PM10_BaP_dataGroup3	49.00796	8.38719	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	100	33.15068493	0.13009319
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW033	SPO.DE_DEBW033_PM10_BaP_dataGroup3	48.889039	8.665536	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.42465753	100	33.42465753	1.79844035
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW099	SPO.DE_DEBW099_PM10_BaP_dataGroup3	48.78313	9.18072	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	100	33.15068493	2.56764038
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW084	SPO.DE_DEBW084_PM10_BaP_dataGroup3	48.001511	7.832122	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	100	33.15068493	0.19831646
Germany	2015	0001-01-01T00:00:00Z	STA.DE_DEBW031	SPO.DE_DEBW031_PM10_BaP_dataGroup3	47.809892	7.764528	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2015	1/1/2016	Not valid	Verified	33.15068493	100	33.15068493	0.01152884
